,0
91073,4527
91074,1198
91075,3146
91076,4309
91077,7572
91078,5408
91079,5759
91080,745
91081,9959
91082,7250
91083,5093
91084,2879
91085,8020
91086,3402
91087,378
91088,9039
91089,687
91090,4829
91091,9973
91092,4380
91093,4142
91094,3146
91095,4882
91096,2876
91097,3808
91098,2882
91099,6121
91100,599
91101,2194
91102,406
91103,833
91104,4282
91105,6414
91106,4156
91107,9297
91108,4170
91109,2998
91110,2989
91111,5023
91112,8817
91113,7303
91114,1918
91115,5950
91116,7292
91117,3719
91118,983
91119,8894
91120,7318
91121,8256
91122,1784
91123,4380
91124,7693
91125,378
91126,5251
91127,8707
91128,8778
91129,4718
91130,4497
91131,1903
91132,4932
91133,9203
91134,874
91135,8767
91136,9976
91137,1097
91138,3361
91139,4941
91140,2690
91141,6723
91142,-1
91143,607
91144,2348
91145,285
91146,9372
91147,2935
91148,6469
91149,1501
91150,161
91151,9250
91152,2229
91153,4002
91154,7603
91155,-1
91156,379
91157,3617
91158,9592
91159,5696
91160,6386
91161,9223
91162,6521
91163,9561
91164,4888
91165,2470
91166,8103
91167,983
91168,2460
91169,3778
91170,543
91171,6100
91172,67
91173,2182
91174,1063
91175,2935
91176,3433
91177,58
91178,3852
91179,5580
91180,2935
91181,6465
91182,2819
91183,2156
91184,8018
91185,7099
91186,2459
91187,1926
91188,4791
91189,5934
91190,3001
91191,9621
91192,6691
91193,4086
91194,3650
91195,7485
91196,8390
91197,8515
91198,4011
91199,7248
91200,4143
91201,4309
91202,2935
91203,7693
91204,10024
91205,347
91206,4376
91207,-1
91208,1054
91209,6310
91210,8467
91211,4523
91212,5914
91213,7887
91214,3006
91215,254
91216,6988
91217,983
91218,3000
91219,911
91220,4285
91221,9297
91222,496
91223,9356
91224,7779
91225,2421
91226,1113
91227,3096
91228,8966
91229,2360
91230,4401
91231,9479
91232,2320
91233,5682
91234,1497
91235,8519
91236,9573
91237,6600
91238,6620
91239,2345
91240,9776
91241,2759
91242,8182
91243,6976
91244,1095
91245,264
91246,3767
91247,461
91248,8147
91249,2220
91250,81
91251,1475
91252,6045
91253,6525
91254,3966
91255,2311
91256,6246
91257,2982
91258,50
91259,745
91260,2164
91261,2226
91262,2297
91263,9489
91264,1320
91265,2989
91266,5856
91267,1679
91268,2029
91269,-1
91270,1867
91271,2127
91272,7989
91273,1677
91274,1541
91275,2673
91276,2292
91277,4678
91278,9707
91279,7553
91280,7359
91281,2684
91282,8315
91283,3954
91284,4980
91285,2469
91286,3989
91287,1978
91288,5408
91289,4153
91290,9297
91291,1068
91292,3326
91293,5912
91294,1346
91295,722
91296,8518
91297,270
91298,6420
91299,9379
91300,2568
91301,8443
91302,513
91303,3778
91304,983
91305,9910
91306,2200
91307,798
91308,6704
91309,2387
91310,7693
91311,2627
91312,3006
91313,6474
91314,3096
91315,3657
91316,2659
91317,2107
91318,4706
91319,4556
91320,-1
91321,2124
91322,3006
91323,7164
91324,8317
91325,9374
91326,9621
91327,2311
91328,8851
91329,2281
91330,642
91331,-1
91332,501
91333,2158
91334,1903
91335,646
91336,2283
91337,7067
91338,6121
91339,3988
91340,9262
91341,7784
91342,6543
91343,9335
91344,9992
91345,2851
91346,8797
91347,1101
91348,6686
91349,2836
91350,5177
91351,7850
91352,6074
91353,4708
91354,6545
91355,2424
91356,9297
91357,9258
91358,9413
91359,3684
91360,7670
91361,2734
91362,7444
91363,6543
91364,3233
91365,620
91366,6355
91367,3220
91368,8817
91369,7250
91370,3819
91371,5495
91372,7856
91373,2121
91374,4309
91375,1233
91376,9029
91377,4700
91378,8544
91379,2912
91380,6121
91381,439
91382,9113
91383,5288
91384,2271
91385,2226
91386,8316
91387,9533
91388,4017
91389,1491
91390,7339
91391,3327
91392,1476
91393,2583
91394,8740
91395,4700
91396,3301
91397,4440
91398,5879
91399,3432
91400,2789
91401,6030
91402,8737
91403,7933
91404,7574
91405,3175
91406,6869
91407,2368
91408,5575
91409,4405
91410,94
91411,359
91412,2418
91413,4918
91414,2935
91415,4097
91416,4540
91417,9592
91418,6971
91419,7082
91420,1790
91421,1991
91422,1865
91423,2806
91424,3816
91425,5495
91426,7457
91427,2789
91428,5189
91429,7457
91430,7022
91431,5688
91432,7795
91433,7250
91434,7693
91435,7291
91436,1518
91437,7463
91438,2989
91439,5164
91440,1818
91441,6752
91442,3421
91443,4665
91444,3832
91445,2538
91446,9768
91447,4322
91448,1803
91449,2989
91450,2935
91451,9029
91452,223
91453,-1
91454,776
91455,1074
91456,8957
91457,2246
91458,1491
91459,9323
91460,6060
91461,757
91462,4389
91463,270
91464,3092
91465,5789
91466,6339
91467,6811
91468,2508
91469,4857
91470,7463
91471,2107
91472,2225
91473,1463
91474,5122
91475,7933
91476,7246
91477,4321
91478,3912
91479,3357
91480,3060
91481,1680
91482,9397
91483,3328
91484,8924
91485,4981
91486,3712
91487,4942
91488,1139
91489,2268
91490,4961
91491,2274
91492,6907
91493,8007
91494,3843
91495,2942
91496,1303
91497,5477
91498,7693
91499,1866
91500,7977
91501,-1
91502,2140
91503,7953
91504,8643
91505,9323
91506,7250
91507,7838
91508,7291
91509,3947
91510,3203
91511,3157
91512,2275
91513,4675
91514,9128
91515,3166
91516,230
91517,9562
91518,8898
91519,1949
91520,498
91521,1227
91522,8890
91523,2148
91524,6841
91525,3573
91526,3819
91527,4282
91528,3188
91529,4282
91530,9444
91531,2348
91532,2087
91533,3188
91534,3075
91535,8818
91536,4741
91537,3479
91538,9783
91539,1426
91540,7779
91541,6202
91542,2727
91543,195
91544,9065
91545,3261
91546,2685
91547,5221
91548,1707
91549,1651
91550,3457
91551,1488
91552,1089
91553,4579
91554,1126
91555,2870
91556,6568
91557,9395
91558,9186
91559,128
91560,6525
91561,9544
91562,404
91563,6543
91564,2841
91565,2935
91566,9167
91567,9613
91568,3012
91569,7791
91570,5477
91571,9374
91572,492
91573,467
91574,5564
91575,2231
91576,9123
91577,4892
91578,487
91579,1063
91580,9164
91581,3149
91582,7693
91583,204
91584,417
91585,2935
91586,9746
91587,2843
91588,5798
91589,2362
91590,4282
91591,8891
91592,7795
91593,6204
91594,9120
91595,-1
91596,9723
91597,4061
91598,2609
91599,378
91600,2935
91601,635
91602,264
91603,1836
91604,375
91605,5682
91606,2619
91607,7754
91608,8110
91609,9674
91610,4259
91611,9029
91612,2297
91613,5638
91614,4062
91615,4687
91616,844
91617,339
91618,8475
91619,9599
91620,890
91621,4269
91622,2985
91623,3975
91624,1174
91625,8518
91626,7404
91627,2045
91628,1421
91629,2468
91630,2789
91631,726
91632,9444
91633,9297
91634,8386
91635,5054
91636,5685
91637,9991
91638,7359
91639,3224
91640,6112
91641,5417
91642,5837
91643,5634
91644,5769
91645,7693
91646,653
91647,6791
91648,6858
91649,6872
91650,5688
91651,4591
91652,4902
91653,2583
91654,1279
91655,7745
91656,2688
91657,4156
91658,6048
91659,2241
91660,4677
91661,8756
91662,834
91663,5895
91664,2919
91665,9619
91666,1958
91667,6777
91668,7250
91669,2828
91670,4992
91671,3357
91672,4152
91673,7702
91674,7250
91675,9250
91676,7754
91677,7324
91678,4282
91679,1491
91680,5639
91681,1720
91682,7250
91683,4268
91684,2988
91685,9592
91686,8606
91687,6250
91688,1926
91689,1544
91690,3799
91691,983
91692,3983
91693,745
91694,3058
91695,5465
91696,2369
91697,5424
91698,1719
91699,9101
91700,4967
91701,8108
91702,5189
91703,5289
91704,7713
91705,7829
91706,2904
91707,3638
91708,635
91709,3975
91710,1473
91711,9123
91712,6121
91713,2869
91714,7509
91715,1141
91716,3645
91717,1297
91718,3603
91719,6706
91720,482
91721,3641
91722,2882
91723,5687
91724,6928
91725,3022
91726,1491
91727,1246
91728,2935
91729,6724
91730,8551
91731,417
91732,375
91733,-1
91734,670
91735,9562
91736,3974
91737,2272
91738,6367
91739,3180
91740,9626
91741,2496
91742,1172
91743,6918
91744,2805
91745,1926
91746,6724
91747,2935
91748,3259
91749,8704
91750,1385
91751,1790
91752,1095
91753,4282
91754,417
91755,8818
91756,1430
91757,4357
91758,8834
91759,9770
91760,4541
91761,2697
91762,4513
91763,7250
91764,2734
91765,5077
91766,8390
91767,5477
91768,4598
91769,8966
91770,8796
91771,6388
91772,309
91773,7500
91774,4669
91775,1952
91776,2669
91777,3641
91778,6659
91779,2583
91780,5700
91781,8798
91782,1475
91783,2209
91784,8476
91785,8173
91786,3989
91787,2822
91788,-1
91789,6252
91790,2251
91791,2724
91792,1172
91793,3990
91794,417
91795,2122
91796,4733
91797,2935
91798,7748
91799,1926
91800,416
91801,2534
91802,6668
91803,4971
91804,2362
91805,7597
91806,7364
91807,9297
91808,4282
91809,2534
91810,6627
91811,-1
91812,470
91813,5883
91814,635
91815,2756
91816,341
91817,2194
91818,4259
91819,6996
91820,3927
91821,2597
91822,4285
91823,3318
91824,9095
91825,6826
91826,6862
91827,5032
91828,2687
91829,5080
91830,6499
91831,7443
91832,8184
91833,6431
91834,2736
91835,2171
91836,2630
91837,2789
91838,9262
91839,6769
91840,2935
91841,7004
91842,4988
91843,8620
91844,1865
91845,909
91846,7256
91847,2583
91848,3888
91849,2698
91850,6896
91851,6917
91852,1579
91853,5028
91854,1088
91855,6989
91856,5950
91857,1879
91858,3629
91859,2935
91860,3567
91861,336
91862,9297
91863,1945
91864,3719
91865,2978
91866,1491
91867,5929
91868,6882
91869,5991
91870,5261
91871,6594
91872,2049
91873,2279
91874,6325
91875,4723
91876,757
91877,915
91878,9380
91879,8518
91880,4980
91881,1654
91882,836
91883,1926
91884,7355
91885,1463
91886,3634
91887,10076
91888,7570
91889,915
91890,9969
91891,985
91892,1822
91893,9599
91894,9133
91895,1747
91896,6525
91897,7722
91898,2935
91899,6049
91900,4541
91901,3819
91902,3202
91903,4485
91904,9980
91905,3147
91906,5658
91907,6015
91908,2935
91909,2942
91910,9052
91911,1625
91912,7332
91913,3695
91914,3800
91915,5492
91916,4282
91917,2876
91918,8705
91919,3630
91920,3989
91921,2320
91922,2732
91923,2243
91924,5105
91925,3988
91926,2870
91927,9355
91928,9262
91929,5775
91930,4528
91931,7250
91932,9558
91933,1454
91934,3203
91935,5791
91936,1948
91937,-1
91938,8052
91939,2387
91940,55
91941,2588
91942,5747
91943,1624
91944,446
91945,9236
91946,1624
91947,6989
91948,7291
91949,1476
91950,7373
91951,8509
91952,-1
91953,2241
91954,1392
91955,5531
91956,1926
91957,4737
91958,4316
91959,6270
91960,1054
91961,1126
91962,3630
91963,3632
91964,2226
91965,7359
91966,2475
91967,7745
91968,546
91969,6645
91970,1790
91971,7571
91972,2200
91973,2882
91974,2935
91975,7551
91976,9029
91977,6907
91978,7693
91979,2091
91980,9599
91981,3684
91982,1524
91983,2935
91984,5020
91985,6233
91986,6927
91987,6513
91988,2275
91989,3792
91990,1491
91991,7581
91992,157
91993,1002
91994,5729
91995,5289
91996,6882
91997,438
91998,2239
91999,2935
92000,2882
92001,7206
92002,-1
92003,8890
92004,2935
92005,3984
92006,4325
92007,8289
92008,3087
92009,4293
92010,7250
92011,7850
92012,8149
92013,5120
92014,4291
92015,2124
92016,2937
92017,9262
92018,2669
92019,2496
92020,5176
92021,8550
92022,2040
92023,5320
92024,4924
92025,7779
92026,4304
92027,307
92028,687
92029,2481
92030,1761
92031,2783
92032,5820
92033,909
92034,3358
92035,3992
92036,9622
92037,-1
92038,1036
92039,2158
92040,7488
92041,5021
92042,4579
92043,-1
92044,7664
92045,2062
92046,1257
92047,9737
92048,353
92049,7387
92050,4460
92051,6121
92052,7424
92053,3075
92054,467
92055,6923
92056,8415
92057,6532
92058,6203
92059,9641
92060,3602
92061,9376
92062,9619
92063,1682
92064,6521
92065,1491
92066,9905
92067,-1
92068,9326
92069,7237
92070,3419
92071,1837
92072,8037
92073,7180
92074,3751
92075,9297
92076,5837
92077,9553
92078,8316
92079,816
92080,367
92081,-1
92082,1926
92083,-1
92084,5583
92085,2239
92086,4787
92087,-1
92088,2362
92089,1036
92090,1063
92091,3948
92092,6470
92093,2262
92094,7811
92095,3767
92096,2456
92097,1491
92098,5950
92099,5427
92100,3972
92101,9599
92102,839
92103,1572
92104,5477
92105,8976
92106,907
92107,2
92108,3893
92109,8834
92110,1614
92111,6356
92112,8147
92113,-1
92114,2935
92115,7596
92116,2832
92117,3242
92118,6577
92119,909
92120,2095
92121,2935
92122,899
92123,8415
92124,7291
92125,899
92126,7769
92127,8149
92128,9262
92129,7789
92130,2081
92131,8875
92132,3630
92133,2191
92134,3632
92135,4065
92136,4057
92137,9091
92138,8273
92139,9754
92140,7940
92141,2133
92142,420
92143,2932
92144,-1
92145,4466
92146,7722
92147,2935
92148,4999
92149,6380
92150,6406
92151,6358
92152,1926
92153,3454
92154,9257
92155,1063
92156,8606
92157,6785
92158,2268
92159,7291
92160,2935
92161,5682
92162,6500
92163,5155
92164,1812
92165,184
92166,2194
92167,8642
92168,2156
92169,1406
92170,7424
92171,2935
92172,378
92173,1491
92174,6543
92175,4357
92176,8452
92177,6075
92178,4665
92179,4012
92180,4980
92181,9094
92182,2525
92183,2525
92184,9440
92185,4431
92186,5262
92187,6543
92188,-1
92189,2419
92190,4950
92191,6517
92192,746
92193,1692
92194,1427
92195,4323
92196,1998
92197,5000
92198,2102
92199,1697
92200,4269
92201,5414
92202,5837
92203,9179
92204,1989
92205,9186
92206,3676
92207,8542
92208,6922
92209,9068
92210,6976
92211,3778
92212,6199
92213,8206
92214,409
92215,9164
92216,90
92217,2989
92218,1541
92219,5408
92220,6661
92221,3146
92222,9475
92223,4311
92224,1879
92225,10082
92226,2935
92227,5080
92228,2220
92229,4417
92230,6470
92231,8778
92232,6532
92233,900
92234,8761
92235,3096
92236,3411
92237,9250
92238,8107
92239,3246
92240,1923
92241,2651
92242,1464
92243,9930
92244,2418
92245,1696
92246,3649
92247,4203
92248,3001
92249,607
92250,8291
92251,1523
92252,6756
92253,6777
92254,6733
92255,9969
92256,4370
92257,4427
92258,2271
92259,7674
92260,2935
92261,8116
92262,3130
92263,8106
92264,9361
92265,3973
92266,3711
92267,4287
92268,3977
92269,2919
92270,-1
92271,3294
92272,9183
92273,7250
92274,6496
92275,3711
92276,311
92277,2183
92278,8912
92279,6681
92280,362
92281,2935
92282,8108
92283,2293
92284,264
92285,5793
92286,7291
92287,6946
92288,1026
92289,2239
92290,8778
92291,7659
92292,4541
92293,5685
92294,9533
92295,9394
92296,1041
92297,7643
92298,9297
92299,7599
92300,9020
92301,5227
92302,2213
92303,375
92304,5439
92305,7487
92306,-1
92307,7693
92308,291
92309,7551
92310,4269
92311,2620
92312,6926
92313,345
92314,7801
92315,9692
92316,8413
92317,6991
92318,8897
92319,8875
92320,9841
92321,5477
92322,371
92323,4532
92324,5281
92325,4742
92326,7702
92327,1928
92328,2935
92329,6991
92330,6121
92331,4268
92332,417
92333,5588
92334,1600
92335,710
92336,7295
92337,9120
92338,-1
92339,1988
92340,2215
92341,9120
92342,417
92343,6991
92344,-1
92345,7477
92346,8142
92347,2888
92348,4521
92349,1495
92350,1490
92351,9231
92352,9951
92353,4052
92354,3096
92355,9592
92356,4203
92357,10055
92358,7885
92359,4211
92360,5161
92361,2257
92362,1054
92363,7310
92364,3778
92365,3945
92366,7795
92367,1223
92368,1137
92369,514
92370,6672
92371,7977
92372,5618
92373,7208
92374,9376
92375,2363
92376,1984
92377,1790
92378,9969
92379,499
92380,8172
92381,3224
92382,3799
92383,2756
92384,9970
92385,3165
92386,2988
92387,5502
92388,6254
92389,7414
92390,2221
92391,6422
92392,9610
92393,8949
92394,6189
92395,6027
92396,3149
92397,5954
92398,2271
92399,906
92400,2239
92401,7368
92402,7358
92403,7114
92404,4966
92405,2383
92406,2204
92407,3524
92408,9368
92409,2262
92410,7931
92411,983
92412,6998
92413,7931
92414,7536
92415,620
92416,8547
92417,8362
92418,4980
92419,2304
92420,5408
92421,2218
92422,375
92423,833
92424,1115
92425,261
92426,6422
92427,4136
92428,2220
92429,2651
92430,503
92431,9921
92432,2831
92433,8515
92434,2231
92435,1948
92436,3094
92437,9882
92438,2870
92439,9603
92440,9416
92441,7973
92442,1148
92443,7579
92444,4087
92445,9943
92446,4777
92447,3525
92448,9718
92449,607
92450,13
92451,2546
92452,983
92453,3054
92454,7885
92455,1423
92456,2899
92457,8643
92458,5363
92459,6777
92460,2874
92461,2972
92462,2421
92463,4791
92464,8074
92465,1458
92466,7783
92467,2989
92468,4655
92469,6121
92470,2338
92471,4282
92472,9362
92473,3684
92474,5010
92475,9262
92476,1986
92477,4613
92478,6591
92479,6927
92480,9738
92481,1084
92482,2337
92483,492
92484,2368
92485,1926
92486,4304
92487,6867
92488,1802
92489,2935
92490,810
92491,441
92492,1404
92493,2935
92494,5920
92495,8281
92496,3092
92497,5327
92498,3810
92499,2123
92500,1345
92501,9044
92502,8535
92503,3914
92504,4181
92505,6734
92506,623
92507,320
92508,2902
92509,3016
92510,1510
92511,7250
92512,8467
92513,9599
92514,6734
92515,901
92516,7714
92517,5685
92518,1965
92519,9297
92520,264
92521,1436
92522,1329
92523,3632
92524,9256
92525,5206
92526,3808
92527,2546
92528,3146
92529,4117
92530,8542
92531,9164
92532,3645
92533,2337
92534,4269
92535,8268
92536,3396
92537,6782
92538,2131
92539,3755
92540,7885
92541,9164
92542,7693
92543,9309
92544,9262
92545,1103
92546,8835
92547,1867
92548,2935
92549,9969
92550,4366
92551,7387
92552,9297
92553,2904
92554,2421
92555,2583
92556,3075
92557,2935
92558,5361
92559,3096
92560,1079
92561,4540
92562,8832
92563,2355
92564,2988
92565,1440
92566,7359
92567,1111
92568,2290
92569,2582
92570,7860
92571,5408
92572,9323
92573,7933
92574,3232
92575,5686
92576,4292
92577,3797
92578,8448
92579,3991
92580,4980
92581,4556
92582,8482
92583,2131
92584,5070
92585,503
92586,984
92587,8475
92588,9259
92589,8646
92590,1445
92591,1790
92592,4876
92593,4540
92594,225
92595,4269
92596,9926
92597,5882
92598,4725
92599,1429
92600,-1
92601,2630
92602,751
92603,3170
92604,7162
92605,3632
92606,4653
92607,883
92608,3576
92609,9969
92610,1074
92611,3881
92612,9297
92613,4165
92614,6123
92615,8777
92616,8610
92617,5685
92618,2806
92619,5920
92620,6115
92621,9533
92622,115
92623,2935
92624,3433
92625,3928
92626,482
92627,2459
92628,2624
92629,3567
92630,9803
92631,8496
92632,2935
92633,7867
92634,8413
92635,9029
92636,7250
92637,9322
92638,6121
92639,7693
92640,1926
92641,4269
92642,6128
92643,287
92644,8315
92645,8799
92646,3565
92647,2441
92648,2297
92649,9374
92650,4905
92651,2558
92652,7255
92653,4358
92654,4380
92655,9689
92656,4414
92657,7674
92658,271
92659,7406
92660,5610
92661,6411
92662,2935
92663,6100
92664,2651
92665,3567
92666,5001
92667,2552
92668,8890
92669,547
92670,4419
92671,3244
92672,193
92673,7582
92674,3711
92675,2324
92676,6735
92677,2363
92678,9297
92679,7854
92680,8756
92681,8473
92682,8154
92683,8621
92684,7603
92685,1926
92686,7411
92687,308
92688,4549
92689,2054
92690,2882
92691,8725
92692,1859
92693,5502
92694,3330
92695,999
92696,7779
92697,5920
92698,9323
92699,442
92700,9955
92701,9717
92702,8184
92703,7114
92704,3676
92705,6569
92706,7838
92707,944
92708,8823
92709,5448
92710,8451
92711,7291
92712,8461
92713,5535
92714,4157
92715,4156
92716,3075
92717,8648
92718,3868
92719,7295
92720,5492
92721,4980
92722,4128
92723,2397
92724,2609
92725,3975
92726,5408
92727,606
92728,-1
92729,2870
92730,4338
92731,5688
92732,4540
92733,6892
92734,4268
92735,2552
92736,8167
92737,1487
92738,417
92739,8852
92740,7702
92741,3766
92742,3155
92743,5682
92744,1682
92745,4304
92746,3588
92747,7105
92748,6541
92749,258
92750,2665
92751,9091
92752,2271
92753,9123
92754,6777
92755,9093
92756,8643
92757,2314
92758,9969
92759,2231
92760,4390
92761,590
92762,2445
92763,6243
92764,6252
92765,7239
92766,3334
92767,4862
92768,4285
92769,6084
92770,8643
92771,2935
92772,2935
92773,9376
92774,2510
92775,9183
92776,5131
92777,2312
92778,8475
92779,757
92780,8634
92781,642
92782,2176
92783,1526
92784,3330
92785,7693
92786,9345
92787,5223
92788,8475
92789,7125
92790,822
92791,361
92792,2756
92793,6126
92794,2387
92795,1029
92796,1349
92797,5634
92798,4117
92799,915
92800,6997
92801,2935
92802,4520
92803,8296
92804,370
92805,2110
92806,5511
92807,9029
92808,1200
92809,2823
92810,3371
92811,6724
92812,8832
92813,4862
92814,1351
92815,5584
92816,4392
92817,1992
92818,2314
92819,1539
92820,9297
92821,783
92822,6576
92823,4579
92824,6414
92825,2583
92826,8780
92827,9262
92828,3699
92829,4541
92830,2060
92831,6121
92832,2358
92833,1945
92834,2196
92835,9638
92836,-1
92837,6627
92838,8707
92839,3910
92840,8315
92841,7953
92842,5682
92843,1947
92844,-1
92845,-1
92846,2650
92847,9297
92848,2302
92849,3405
92850,1639
92851,-1
92852,2421
92853,7424
92854,2583
92855,8364
92856,2242
92857,7758
92858,4280
92859,6291
92860,5837
92861,1157
92862,6576
92863,3949
92864,7035
92865,6414
92866,2210
92867,3506
92868,5682
92869,9600
92870,6551
92871,2079
92872,6349
92873,2982
92874,1215
92875,5688
92876,394
92877,7516
92878,47
92879,1162
92880,2998
92881,8818
92882,3106
92883,8852
92884,349
92885,3492
92886,9029
92887,1068
92888,1861
92889,3358
92890,8875
92891,2424
92892,3103
92893,5320
92894,9376
92895,8482
92896,3056
92897,1147
92898,2429
92899,571
92900,2993
92901,1235
92902,6661
92903,3772
92904,2337
92905,4579
92906,2148
92907,7667
92908,7291
92909,6777
92910,609
92911,2257
92912,2935
92913,6397
92914,3102
92915,9173
92916,8995
92917,9942
92918,7779
92919,4309
92920,8385
92921,7003
92922,3676
92923,1926
92924,9619
92925,4113
92926,5066
92927,4453
92928,2919
92929,5413
92930,555
92931,1436
92932,6990
92933,1958
92934,2567
92935,1628
92936,44
92937,555
92938,2878
92939,4489
92940,-1
92941,4253
92942,2377
92943,2935
92944,-1
92945,2789
92946,8358
92947,9262
92948,5510
92949,6791
92950,4530
92951,7423
92952,-1
92953,2935
92954,2413
92955,8643
92956,2987
92957,2300
92958,2588
92959,7956
92960,4175
92961,264
92962,9565
92963,2168
92964,9297
92965,9376
92966,1661
92967,3320
92968,-1
92969,-1
92970,1747
92971,3058
92972,375
92973,2173
92974,8480
92975,-1
92976,6116
92977,1790
92978,1362
92979,9654
92980,7443
92981,8875
92982,9565
92983,3096
92984,5502
92985,4342
92986,7250
92987,5080
92988,4181
92989,6329
92990,138
92991,515
92992,5803
92993,3096
92994,3189
92995,2876
92996,1122
92997,9815
92998,2588
92999,8570
93000,1491
93001,5367
93002,808
93003,915
93004,6811
93005,8147
93006,2590
93007,2753
93008,1682
93009,3585
93010,993
93011,5883
93012,5694
93013,3153
93014,322
93015,6826
93016,7809
93017,3199
93018,2474
93019,2935
93020,1475
93021,5682
93022,3791
93023,2210
93024,4911
93025,4007
93026,8050
93027,7250
93028,2834
93029,3638
93030,-1
93031,5470
93032,2087
93033,8688
93034,446
93035,4541
93036,9248
93037,9297
93038,2336
93039,5167
93040,3512
93041,6991
93042,2194
93043,8890
93044,4309
93045,317
93046,5871
93047,1502
93048,1501
93049,5410
93050,3354
93051,3982
93052,1461
93053,1730
93054,7779
93055,-1
93056,7743
93057,983
93058,8125
93059,-1
93060,7823
93061,317
93062,932
93063,2935
93064,3724
93065,9070
93066,6801
93067,5377
93068,2588
93069,2989
93070,1341
93071,8263
93072,3075
93073,9760
93074,7779
93075,5832
93076,8172
93077,1962
93078,6612
93079,1790
93080,4018
93081,2705
93082,10079
93083,8315
93084,4932
93085,9752
93086,2935
93087,6325
93088,4293
93089,7548
93090,2935
93091,2870
93092,9526
93093,7498
93094,10041
93095,9037
93096,9768
93097,2821
93098,9297
93099,4892
93100,8975
93101,2609
93102,1083
93103,8847
93104,5665
93105,9297
93106,2302
93107,2387
93108,7795
93109,10052
93110,7119
93111,8913
93112,4644
93113,422
93114,3554
93115,8643
93116,9297
93117,7850
93118,408
93119,9622
93120,9029
93121,6843
93122,6775
93123,2098
93124,9619
93125,2169
93126,9839
93127,3351
93128,4180
93129,2989
93130,2158
93131,2305
93132,7801
93133,642
93134,7291
93135,6463
93136,26
93137,4797
93138,4829
93139,8147
93140,2293
93141,2935
93142,9262
93143,2156
93144,6974
93145,3096
93146,8852
93147,761
93148,5634
93149,9040
93150,7250
93151,2935
93152,4829
93153,3711
93154,745
93155,4215
93156,1313
93157,1240
93158,1046
93159,3170
93160,7702
93161,423
93162,2609
93163,7309
93164,9767
93165,5587
93166,2888
93167,2935
93168,3630
93169,6045
93170,190
93171,8482
93172,378
93173,8074
93174,3567
93175,1926
93176,1497
93177,642
93178,5408
93179,4203
93180,3122
93181,1682
93182,7449
93183,8506
93184,8147
93185,9969
93186,8658
93187,7920
93188,2271
93189,9514
93190,1097
93191,3726
93192,72
93193,7019
93194,2896
93195,4134
93196,8215
93197,7599
93198,6410
93199,7688
93200,1256
93201,6001
93202,2870
93203,8864
93204,2901
93205,3096
93206,298
93207,4737
93208,2703
93209,3767
93210,7352
93211,7754
93212,-1
93213,408
93214,6976
93215,6991
93216,7083
93217,7167
93218,4268
93219,81
93220,1029
93221,6927
93222,419
93223,3368
93224,2552
93225,5688
93226,4842
93227,6500
93228,4756
93229,3405
93230,8192
93231,2888
93232,5080
93233,628
93234,2347
93235,-1
93236,-1
93237,2219
93238,6568
93239,4539
93240,982
93241,2878
93242,7022
93243,8767
93244,6606
93245,9995
93246,2630
93247,2912
93248,6666
93249,6661
93250,8817
93251,-1
93252,7665
93253,367
93254,4942
93255,1063
93256,2935
93257,5477
93258,6997
93259,8508
93260,3567
93261,2588
93262,5704
93263,3342
93264,2935
93265,9323
93266,-1
93267,7712
93268,7693
93269,9230
93270,9029
93271,9164
93272,3409
93273,7018
93274,3737
93275,2515
93276,1016
93277,7163
93278,5682
93279,3409
93280,4543
93281,5705
93282,3409
93283,5110
93284,1111
93285,3610
93286,37
93287,232
93288,8852
93289,9376
93290,9599
93291,8526
93292,762
93293,628
93294,8108
93295,3308
93296,3904
93297,4131
93298,2935
93299,8133
93300,5163
93301,5904
93302,4541
93303,6309
93304,2630
93305,3630
93306,6775
93307,6976
93308,5311
93309,7018
93310,8834
93311,3978
93312,4180
93313,2214
93314,2226
93315,8741
93316,7359
93317,8042
93318,1796
93319,2876
93320,2876
93321,4945
93322,8875
93323,7340
93324,7790
93325,7658
93326,7751
93327,5804
93328,1879
93329,3432
93330,-1
93331,7022
93332,2270
93333,1263
93334,9485
93335,264
93336,2456
93337,2291
93338,4157
93339,-1
93340,8850
93341,278
93342,7537
93343,2935
93344,4675
93345,8147
93346,5516
93347,5319
93348,5496
93349,2657
93350,8778
93351,7795
93352,1778
93353,2904
93354,351
93355,7779
93356,8852
93357,672
93358,4540
93359,7533
93360,3001
93361,776
93362,1068
93363,8094
93364,2226
93365,29
93366,9817
93367,2622
93368,6503
93369,2630
93370,5594
93371,2153
93372,8875
93373,3115
93374,3441
93375,9667
93376,7767
93377,7481
93378,7370
93379,5629
93380,7156
93381,3009
93382,2919
93383,4593
93384,669
93385,3951
93386,4594
93387,7457
93388,9297
93389,4151
93390,1352
93391,2565
93392,718
93393,1491
93394,7693
93395,6895
93396,7599
93397,10035
93398,441
93399,8852
93400,2274
93401,6397
93402,417
93403,7156
93404,293
93405,136
93406,9704
93407,9297
93408,9955
93409,6976
93410,7364
93411,4943
93412,1720
93413,2156
93414,-1
93415,9575
93416,8147
93417,1843
93418,4829
93419,9571
93420,635
93421,930
93422,7779
93423,8255
93424,7647
93425,2936
93426,6977
93427,2095
93428,1046
93429,353
93430,9120
93431,1529
93432,4269
93433,1786
93434,6734
93435,9237
93436,874
93437,5685
93438,2210
93439,3393
93440,3224
93441,9123
93442,3385
